,City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
4014,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,82,21,315,False,2010 Chevrolet Silverado 1500 Long Box Work Truck 5.3L 4WD,70,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4015,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,82,13,302,False,2010 Chevrolet Silverado 1500 Long Box LT 4WD,70,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4016,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,82,16,315,False,2010 Chevrolet Silverado 1500 Long Box LT 5.3L 4WD,70,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4017,13,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,105,17,225,False,2012 Ford E-250 Van Commercial,128,Ford,2012 Ford E-250 Van,4,286,4 Speed Automatic,224,2012
4018,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,105,16,255,False,2012 Ford E-250 Van Commercial 5.4L,128,Ford,2012 Ford E-250 Van,4,350,4 Speed Automatic,224,2012
4019,13,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,111,17,225,False,2012 Ford E-250 Van Commercial Extended,116,Ford,2012 Ford E-250 Van,4,286,4 Speed Automatic,224,2012
4020,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,111,16,255,False,2012 Ford E-250 Van Commercial Extended 5.4L,116,Ford,2012 Ford E-250 Van,4,350,4 Speed Automatic,224,2012
4021,9,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,105,12,225,False,2012 Ford E-250 Van Recreational,128,Ford,2012 Ford E-250 Van,4,286,4 Speed Automatic,224,2012
4022,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,105,16,255,False,2012 Ford E-250 Van Recreational 5.4L,128,Ford,2012 Ford E-250 Van,4,350,4 Speed Automatic,224,2012
4023,9,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,111,12,225,False,2012 Ford E-250 Van Recreational Extended,116,Ford,2012 Ford E-250 Van,4,286,4 Speed Automatic,224,2012
4024,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,111,16,255,False,2012 Ford E-250 Van Recreational Extended 5.4L,116,Ford,2012 Ford E-250 Van,4,350,4 Speed Automatic,224,2012
4025,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,82,16,315,False,2010 Chevrolet Silverado 1500 Crew Cab Work Truck  5.3L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4026,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,82,19,302,False,2010 Chevrolet Silverado 1500 Crew Cab LS,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2010
4027,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,82,19,302,False,2010 Chevrolet Silverado 1500 Crew Cab LT,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2010
4028,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,82,21,315,False,2010 Chevrolet Silverado 1500 Crew Cab LT 5.3L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4029,13,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,82,19,403,False,2010 Chevrolet Silverado 1500 Crew Cab LT 6.2L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2010
4030,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,82,22,315,False,2010 Chevrolet Silverado 1500 Crew Cab XFE,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4031,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,82,21,315,False,2010 Chevrolet Silverado 1500 Crew Cab LTZ,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4032,13,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,82,19,403,False,2010 Chevrolet Silverado 1500 Crew Cab LTZ  6.2L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2010
4033,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2010 Chevrolet Silverado 1500 Crew Cab Work Truck 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2010
4034,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,79,21,315,False,2010 Chevrolet Silverado 1500 Crew Cab Work Truck  5.3L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4035,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2010 Chevrolet Silverado 1500 Crew Cab LS 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2010
4036,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2010 Chevrolet Silverado 1500 Crew Cab LT 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,240,2010
4037,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,79,21,315,False,2010 Chevrolet Silverado 1500 Crew Cab LT 5.3L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4038,12,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,79,19,403,False,2010 Chevrolet Silverado 1500 Crew Cab LT 6.2L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2010
4039,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,79,16,315,False,2010 Chevrolet Silverado 1500 Crew Cab LTZ 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,240,2010
4040,12,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,79,19,403,False,2010 Chevrolet Silverado 1500 Crew Cab LTZ  6.2L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,240,2010
4041,13,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,105,17,225,False,2011 Ford E-250 Van Commercial,128,Ford,2011 Ford E-250 Van,4,286,4 Speed Automatic,224,2011
4042,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,105,12,255,False,2011 Ford E-250 Van Commercial 5.4L,128,Ford,2011 Ford E-250 Van,4,350,4 Speed Automatic,224,2011
4043,13,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,111,17,225,False,2011 Ford E-250 Van Commercial Extended,116,Ford,2011 Ford E-250 Van,4,286,4 Speed Automatic,224,2011
4044,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,111,12,255,False,2011 Ford E-250 Van Commercial Extended 5.4L,116,Ford,2011 Ford E-250 Van,4,350,4 Speed Automatic,224,2011
4045,13,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,105,17,225,False,2011 Ford E-250 Van Recreational,128,Ford,2011 Ford E-250 Van,4,286,4 Speed Automatic,224,2011
4046,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,105,12,255,False,2011 Ford E-250 Van Recreational 5.4L,128,Ford,2011 Ford E-250 Van,4,350,4 Speed Automatic,224,2011
4047,10,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,111,12,225,False,2011 Ford E-250 Van Recreational Extended,116,Ford,2011 Ford E-250 Van,4,286,4 Speed Automatic,224,2011
4048,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,111,12,255,False,2011 Ford E-250 Van Recreational Extended 5.4L,116,Ford,2011 Ford E-250 Van,4,350,4 Speed Automatic,224,2011
4049,10,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,85,14,302,False,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 4.8L,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4050,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,85,16,315,False,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 5.3L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4051,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,85,19,302,False,2010 Chevrolet Silverado 1500 Extended Cab LS,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4052,14,Automatic transmission,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,85,19,302,False,2010 Chevrolet Silverado 1500 Extended Cab LT,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4053,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,85,16,315,False,2010 Chevrolet Silverado 1500 Extended Cab LT 5.3L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4054,13,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,85,19,403,False,2010 Chevrolet Silverado 1500 Extended Cab LT 6.2L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2010
4055,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,85,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab LTZ,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4056,13,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,85,19,403,False,2010 Chevrolet Silverado 1500 Extended Cab LTZ 6.2L,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2010
4057,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4058,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,79,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab Work Truck 5.3L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4059,13,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,Gasoline,79,18,302,False,2010 Chevrolet Silverado 1500 Extended Cab LS 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4060,10,Automatic transmission,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,E85,79,13,302,False,2010 Chevrolet Silverado 1500 Extended Cab LT 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,4,305,4 Speed Automatic,237,2010
4061,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,79,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab LT 5.3L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4062,9,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,E85,79,13,403,False,2010 Chevrolet Silverado 1500 Extended Cab LT 6.2L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2010
4063,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,79,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab LTZ 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4064,12,Automatic transmission,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,Gasoline,79,19,403,False,2010 Chevrolet Silverado 1500 Extended Cab LTZ  6.2L 4WD,215,Chevrolet,2010 Chevrolet Silverado 1500,6,417,6 Speed Automatic,237,2010
4065,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,77,16,315,False,2010 Chevrolet Silverado 1500 Extended Cab  Long Box Work Truck,185,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4066,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,77,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab  Long Box LT,185,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4067,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,77,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab Long Box LTZ,185,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4068,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,77,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab Long Box Work Truck 4WD,185,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4069,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,E85,77,16,315,False,2010 Chevrolet Silverado 1500 Extended Cab Long Box LT 4WD,185,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4070,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,Gasoline,77,21,315,False,2010 Chevrolet Silverado 1500 Extended Cab Long Box LTZ 4WD,185,Chevrolet,2010 Chevrolet Silverado 1500,6,335,6 Speed Automatic,237,2010
4071,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,77,16,255,False,2012 Ford E-350 Super Duty Van Commercial,128,Ford,2012 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2012
4072,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,77,14,305,False,2012 Ford E-350 Super Duty Van Commercial V10,128,Ford,2012 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2012
4073,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,75,12,255,False,2012 Ford E-350 Super Duty Van Commercial Extended,116,Ford,2012 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2012
4074,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,75,14,305,False,2012 Ford E-350 Super Duty Van Commercial Extended V10,116,Ford,2012 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2012
4075,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,77,16,255,False,2012 Ford E-350 Super Duty Van Recreational,128,Ford,2012 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2012
4076,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,77,14,305,False,2012 Ford E-350 Super Duty Van Recreational V10,128,Ford,2012 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2012
4077,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,75,16,255,False,2012 Ford E-350 Super Duty Van Recreational Extended,116,Ford,2012 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2012
4078,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,75,14,305,False,2012 Ford E-350 Super Duty Van Recreational Extended V10,116,Ford,2012 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2012
4079,12,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,77,15,255,False,2011 Ford E-350 Super Duty Van Commercial,128,Ford,2011 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2011
4080,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,77,14,305,False,2011 Ford E-350 Super Duty Van Commercial V10,128,Ford,2011 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2011
4081,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,75,12,255,False,2011 Ford E-350 Super Duty Van Commercial Extended,116,Ford,2011 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2011
4082,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,75,14,305,False,2011 Ford E-350 Super Duty Van Commercial Extended V10,116,Ford,2011 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2011
4083,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,77,12,255,False,2011 Ford E-350 Super Duty Van Recreational,128,Ford,2011 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2011
4084,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,77,14,305,False,2011 Ford E-350 Super Duty Van Recreational V10,128,Ford,2011 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2011
4085,9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,75,12,255,False,2011 Ford E-350 Super Duty Van Recreational Extended,116,Ford,2011 Ford E-350 Super Duty Van,4,350,4 Speed Automatic,224,2011
4086,10,Automatic transmission,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,75,14,305,False,2011 Ford E-350 Super Duty Van Recreational Extended V10,116,Ford,2011 Ford E-350 Super Duty Van,5,420,5 Speed Automatic,224,2011
4087,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,102,18,317,False,2010 Nissan Titan King Cab XE,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4088,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,102,18,317,False,2010 Nissan Titan King Cab XE FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4089,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,140,17,317,False,2010 Nissan Titan King Cab XE 4x4,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4090,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,140,17,317,False,2010 Nissan Titan King Cab XE 4x4 FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4091,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,102,18,317,False,2010 Nissan Titan King Cab SE,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4092,9,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,102,13,317,False,2010 Nissan Titan King Cab SE FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4093,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,140,17,317,False,2010 Nissan Titan King Cab SE 4x4,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4094,9,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,140,12,317,False,2010 Nissan Titan King Cab SE 4x4 FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4095,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,153,17,317,False,2010 Nissan Titan King Cab PRO-4X,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4096,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,153,17,317,False,2010 Nissan Titan King Cab PRO-4X FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4097,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,105,18,317,False,2010 Nissan Titan Crew Cab XE,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4098,9,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,105,13,317,False,2010 Nissan Titan Crew Cab XE FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4099,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,146,17,317,False,2010 Nissan Titan Crew Cab XE 4x4,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4100,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,146,17,317,False,2010 Nissan Titan Crew Cab XE 4x4 FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4101,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,105,18,317,False,2010 Nissan Titan Crew Cab SE,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4102,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,105,18,317,False,2010 Nissan Titan Crew Cab SE FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4103,13,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,105,18,317,False,2010 Nissan Titan Crew Cab SE Long Bed,58,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4104,9,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,105,13,317,False,2010 Nissan Titan Crew Cab SE Long Bed FFV,58,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4105,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,146,17,317,False,2010 Nissan Titan Crew Cab SE 4x4,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4106,9,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,146,12,317,False,2010 Nissan Titan Crew Cab SE 4x4 FFV,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4107,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,146,17,317,False,2010 Nissan Titan Crew Cab SE 4x4 Long Bed,58,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4108,9,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,E85,146,12,317,False,2010 Nissan Titan Crew Cab SE 4x4 Long Bed FFV,58,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
4109,12,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,161,17,317,False,2010 Nissan Titan Crew Cab PRO-4X,72,Nissan,2010 Nissan Titan,5,385,5 Speed Automatic,227,2010
